dose,state,year,age,val
"≥2 Doses, Males",Massachusetts,2014,13-17 Years,46.2
"≥2 Doses, Males",Massachusetts,2012,13-17 Years,10.4
"≥2 Doses, Males",Massachusetts,2015,13-17 Years,50.9
"≥2 Doses, Males",Massachusetts,2016,13-17 Years,58.6
"≥2 Doses, Males",Massachusetts,2017,13-17 Years,65.4
"≥2 Doses, Males",Massachusetts,2018,13-17 Years,72.4
"≥2 Doses, Females",Massachusetts,2018,13-17 Years,71.1
"≥2 Doses, Females",Massachusetts,2019,13-17 Years,76.4
"≥2 Doses, Females",Massachusetts,2014,13-17 Years,62.5
"≥2 Doses, Females",Massachusetts,2015,13-17 Years,63.0
"≥2 Doses, Females",Massachusetts,2016,13-17 Years,68.4
"≥2 Doses, Females",Massachusetts,2017,13-17 Years,72.7
"≥1 Dose, Males and Females",Massachusetts,2020,13-17 Years,87.4
"≥1 Dose, Males and Females",Massachusetts,2021,13-17 Years,89.3
"≥1 Dose, Males and Females",Massachusetts,2022,13-17 Years,85.6
"≥1 Dose, Males and Females",Massachusetts,2019,13-17 Years,87.9
"≥1 Dose, Males",Massachusetts,2022,13-17 Years,84.5
"≥1 Dose, Males and Females",Massachusetts,2016,13-17 Years,71.4
"≥1 Dose, Males and Females",Massachusetts,2017,13-17 Years,81.9
"≥2 Doses, Females",Massachusetts,2013,13-17 Years,48.9
"≥2 Doses, Females",Massachusetts,2012,13-17 Years,58.9
"≥2 Doses, Females",Massachusetts,2009,13-17 Years,59.9
"≥2 Doses, Females",Massachusetts,2010,13-17 Years,57.7
"≥2 Doses, Females",Massachusetts,2011,13-17 Years,55.7
"≥2 Doses, Females",Massachusetts,2008,13-17 Years,44.5
"≥1 Dose, Males and Females",Massachusetts,2018,13-17 Years,85.2
"≥3 Doses, Males and Females",District of Columbia,2013,13-17 Years,27.4
"≥3 Doses, Males and Females",District of Columbia,2014,13-17 Years,45.6
"≥3 Doses, Males and Females",District of Columbia,2015,13-17 Years,49.8
"≥3 Doses, Males and Females",District of Columbia,2011,13-17 Years,18.2
"≥3 Doses, Males and Females",District of Columbia,2012,13-17 Years,21.6
"Up-to-Date, Males",California,2021,13-17 Years,70.9
"Up-to-Date, Females",California,2017,13-17 Years,60.9
"Up-to-Date, Males",California,2022,13-17 Years,60.4
"≥1 Dose, Females",California,2011,13-17 Years,65.0
"≥1 Dose, Females",California,2012,13-17 Years,65.0
"≥1 Dose, Females",California,2013,13-17 Years,67.6
"≥1 Dose, Females",California,2014,13-17 Years,69.2
"≥1 Dose, Females",California,2015,13-17 Years,66.7
"≥3 Doses, Males",California,2013,13-17 Years,16.6
"≥3 Doses, Males",California,2012,13-17 Years,11.7
"≥3 Doses, Males",California,2014,13-17 Years,31.1
"≥3 Doses, Males",California,2015,13-17 Years,29.5
"≥3 Doses, Females",California,2015,13-17 Years,48.4
"Up-to-Date, Males and Females",California,2017,13-17 Years,53.4
"Up-to-Date, Males and Females",California,2018,13-17 Years,52.6
"Up-to-Date, Males and Females",California,2019,13-17 Years,56.4
"Up-to-Date, Males and Females",California,2016,13-17 Years,49.1
"≥2 Doses, Males",California,2019,13-17 Years,54.5
"Up-to-Date, Males and Females",California,2020,13-17 Years,62.3
"Up-to-Date, Males and Females",California,2021,13-17 Years,69.0
"Up-to-Date, Males and Females",California,2022,13-17 Years,60.6
"≥3 Doses, Females",California,2010,13-17 Years,32.0
"≥3 Doses, Females",California,2009,13-17 Years,21.8
"≥3 Doses, Females",California,2008,13-17 Years,22.1
"≥3 Doses, Females",California,2012,13-17 Years,35.8
"≥3 Doses, Females",California,2013,13-17 Years,45.8
"≥3 Doses, Females",California,2014,13-17 Years,47.7
"≥3 Doses, Females",California,2011,13-17 Years,42.9
"Up-to-Date, Females",California,2018,13-17 Years,50.1
"Up-to-Date, Females",California,2019,13-17 Years,61.5
"Up-to-Date, Females",California,2016,13-17 Years,58.3
"Up-to-Date, Females",California,2021,13-17 Years,67.0
"Up-to-Date, Females",California,2022,13-17 Years,60.8
"Up-to-Date, Females",California,2020,13-17 Years,68.7
"Up-to-Date, Males",California,2018,13-17 Years,55.1
"Up-to-Date, Males",California,2019,13-17 Years,51.4
"Up-to-Date, Males",California,2020,13-17 Years,56.2
"Up-to-Date, Males",California,2017,13-17 Years,46.3
"Up-to-Date, Males",California,2016,13-17 Years,40.3
"≥1 Dose, Males",Pennsylvania,2023,13-17 Years,77.7
"≥1 Dose, Males and Females",Pennsylvania,2023,13-17 Years,77.6
"≥1 Dose, Females",Pennsylvania,2023,13-17 Years,77.6
"Up-to-Date, Males and Females",Pennsylvania,2023,13-17 Years,65.6
"Up-to-Date, Males",Pennsylvania,2023,13-17 Years,64.3
"Up-to-Date, Females",Pennsylvania,2023,13-17 Years,66.9
"Up-to-Date, Females",South Dakota,2017,13-17 Years,48.8
"Up-to-Date, Females",South Dakota,2016,13-17 Years,47.3
"Up-to-Date, Females",South Dakota,2020,13-17 Years,74.7
"Up-to-Date, Males",South Dakota,2016,13-17 Years,30.5
"Up-to-Date, Females",South Dakota,2022,13-17 Years,64.3
"Up-to-Date, Females",South Dakota,2021,13-17 Years,78.3
"Up-to-Date, Females",South Dakota,2019,13-17 Years,59.2
"Up-to-Date, Females",South Dakota,2018,13-17 Years,46.3
"Up-to-Date, Males",South Dakota,2022,13-17 Years,72.1
"Up-to-Date, Males",South Dakota,2021,13-17 Years,71.3
"Up-to-Date, Males",South Dakota,2020,13-17 Years,68.5
"Up-to-Date, Males",South Dakota,2019,13-17 Years,63.0
"Up-to-Date, Males",South Dakota,2017,13-17 Years,40.9
"Up-to-Date, Males",South Dakota,2018,13-17 Years,52.5
"≥3 Doses, Males",South Dakota,2014,13-17 Years,23.5
"≥3 Doses, Males",South Dakota,2015,13-17 Years,22.0
"≥3 Doses, Males",South Dakota,2013,13-17 Years,8.4
"≥1 Dose, Females",South Dakota,2014,13-17 Years,61.0
"≥1 Dose, Females",South Dakota,2013,13-17 Years,56.0
"≥1 Dose, Females",South Dakota,2012,13-17 Years,51.0
"≥1 Dose, Females",South Dakota,2010,13-17 Years,68.8
"≥1 Dose, Females",South Dakota,2011,13-17 Years,58.1
"≥2 Doses, Males",South Dakota,2014,13-17 Years,28.4
"≥2 Doses, Males",South Dakota,2013,13-17 Years,17.0
"≥2 Doses, Males",South Dakota,2012,13-17 Years,10.7
"≥2 Doses, Males",South Dakota,2015,13-17 Years,28.6
"≥2 Doses, Males",South Dakota,2016,13-17 Years,34.9
"≥2 Doses, Males",South Dakota,2017,13-17 Years,44.8
"≥2 Doses, Males",South Dakota,2018,13-17 Years,54.9
"≥2 Doses, Females",South Dakota,2019,13-17 Years,59.2
"≥2 Doses, Females",South Dakota,2018,13-17 Years,50.0
"≥2 Doses, Females",South Dakota,2014,13-17 Years,44.0
"≥2 Doses, Females",South Dakota,2015,13-17 Years,42.3
"≥2 Doses, Females",South Dakota,2016,13-17 Years,55.2
"≥2 Doses, Females",South Dakota,2017,13-17 Years,54.0
"≥2 Doses, Females",South Dakota,2009,13-17 Years,55.8
"≥2 Doses, Females",South Dakota,2011,13-17 Years,54.7
"≥2 Doses, Females",South Dakota,2010,13-17 Years,61.5
"≥1 Dose, Males",South Dakota,2022,13-17 Years,82.8
"≥1 Dose, Males and Females",South Dakota,2018,13-17 Years,68.7
"≥1 Dose, Males and Females",South Dakota,2019,13-17 Years,73.6
"≥1 Dose, Males and Females",South Dakota,2022,13-17 Years,79.0
"≥1 Dose, Males and Females",South Dakota,2021,13-17 Years,87.4
"≥1 Dose, Males and Females",South Dakota,2020,13-17 Years,84.5
"≥1 Dose, Females",South Dakota,2008,13-17 Years,45.9
"≥1 Dose, Females",South Dakota,2009,13-17 Years,62.4
"≥2 Doses, Males and Females",South Dakota,2019,13-17 Years,61.7
"≥1 Dose, Males",South Dakota,2017,13-17 Years,58.8
"≥1 Dose, Males",South Dakota,2018,13-17 Years,70.8
"≥2 Doses, Males and Females",South Dakota,2016,13-17 Years,44.7
"≥1 Dose, Males",South Dakota,2012,13-17 Years,19.8
"≥1 Dose, Males",South Dakota,2016,13-17 Years,50.4
"≥1 Dose, Males",South Dakota,2015,13-17 Years,39.2
"≥1 Dose, Males",South Dakota,2014,13-17 Years,34.4
"≥1 Dose, Males",South Dakota,2013,13-17 Years,22.1
"≥1 Dose, Females",South Dakota,2022,13-17 Years,74.9
"≥1 Dose, Females",South Dakota,2021,13-17 Years,92.0
"≥1 Dose, Females",South Dakota,2020,13-17 Years,81.9
"≥2 Doses, Males and Females",South Dakota,2017,13-17 Years,49.3
"≥1 Dose, Females",South Dakota,2019,13-17 Years,71.8
"≥2 Doses, Males and Females",South Dakota,2018,13-17 Years,52.5
"≥1 Dose, Males",South Dakota,2021,13-17 Years,83.0
"≥1 Dose, Males",South Dakota,2020,13-17 Years,87.0
"≥1 Dose, Males",South Dakota,2019,13-17 Years,75.3
"≥1 Dose, Females",South Dakota,2018,13-17 Years,66.5
"≥1 Dose, Females",South Dakota,2015,13-17 Years,53.2
"≥1 Dose, Females",South Dakota,2016,13-17 Years,61.7
"≥1 Dose, Females",South Dakota,2017,13-17 Years,67.9
"≥2 Doses, Females",South Dakota,2013,13-17 Years,52.0
"≥2 Doses, Females",South Dakota,2012,13-17 Years,46.5
"≥2 Doses, Females",South Dakota,2008,13-17 Years,41.6
"≥1 Dose, Males and Females",South Dakota,2016,13-17 Years,55.9
"≥1 Dose, Males and Females",South Dakota,2017,13-17 Years,63.2
"≥3 Doses, Females",South Dakota,2010,13-17 Years,54.5
"≥3 Doses, Females",South Dakota,2014,13-17 Years,33.1
"≥3 Doses, Females",South Dakota,2013,13-17 Years,42.3
"≥3 Doses, Females",South Dakota,2011,13-17 Years,50.1
"≥3 Doses, Females",South Dakota,2012,13-17 Years,31.8
"≥3 Doses, Females",South Dakota,2009,13-17 Years,45.0
"≥3 Doses, Females",South Dakota,2008,13-17 Years,34.2
"≥3 Doses, Females",South Dakota,2015,13-17 Years,32.4
"Up-to-Date, Males and Females",South Dakota,2022,13-17 Years,68.3
"Up-to-Date, Males and Females",South Dakota,2021,13-17 Years,74.7
"Up-to-Date, Males and Females",South Dakota,2020,13-17 Years,71.5
"≥2 Doses, Males",South Dakota,2019,13-17 Years,64.0
"Up-to-Date, Males and Females",South Dakota,2016,13-17 Years,38.6
"Up-to-Date, Males and Females",South Dakota,2017,13-17 Years,44.8
"Up-to-Date, Males and Females",South Dakota,2018,13-17 Years,49.5
"≥2 Doses, Males and Females",South Dakota,2022,13-17 Years,69.0
"≥2 Doses, Males",South Dakota,2022,13-17 Years,73.4
"≥2 Doses, Females",South Dakota,2022,13-17 Years,64.3
"Up-to-Date, Males and Females",South Dakota,2019,13-17 Years,61.2
"≥1 Dose, Males and Females",Florida,2023,13-17 Years,74.5
"≥1 Dose, Females",Florida,2023,13-17 Years,83.2
"Up-to-Date, Males and Females",Florida,2023,13-17 Years,64.4
"Up-to-Date, Males",Florida,2023,13-17 Years,52.7
"Up-to-Date, Females",Florida,2023,13-17 Years,76.6
"≥1 Dose, Males",Florida,2023,13-17 Years,66.3
"≥2 Doses, Males",Florida,2022,13-17 Years,54.1
"≥2 Doses, Males and Females",Florida,2022,13-17 Years,60.6
"≥2 Doses, Females",Florida,2022,13-17 Years,67.5
"≥1 Dose, Males",Florida,2019,13-17 Years,64.4
"≥1 Dose, Males",Florida,2017,13-17 Years,57.2
"≥1 Dose, Males",Florida,2018,13-17 Years,62.3
"≥1 Dose, Males",Florida,2016,13-17 Years,53.5
"≥1 Dose, Males",Florida,2015,13-17 Years,45.3
"≥1 Dose, Males",Florida,2013,13-17 Years,27.8
"≥1 Dose, Males",Florida,2014,13-17 Years,41.0
"≥2 Doses, Males and Females",Florida,2019,13-17 Years,58.3
"≥2 Doses, Males and Females",Florida,2018,13-17 Years,51.3
"≥1 Dose, Females",Florida,2022,13-17 Years,77.3
"≥1 Dose, Females",Florida,2021,13-17 Years,65.3
"≥1 Dose, Females",Florida,2020,13-17 Years,68.6
"≥1 Dose, Males",Florida,2012,13-17 Years,21.4
"≥2 Doses, Males and Females",Florida,2017,13-17 Years,46.2
"≥2 Doses, Males and Females",Florida,2016,13-17 Years,46.1
"≥1 Dose, Females",Florida,2019,13-17 Years,71.5
"≥1 Dose, Females",Florida,2017,13-17 Years,62.4
"≥1 Dose, Females",Florida,2016,13-17 Years,58.4
"≥1 Dose, Females",Florida,2018,13-17 Years,66.0
"≥1 Dose, Females",Florida,2009,13-17 Years,39.3
"≥1 Dose, Females",Florida,2008,13-17 Years,36.7
"≥1 Dose, Males and Females",Florida,2019,13-17 Years,67.9
"≥2 Doses, Females",Florida,2008,13-17 Years,26.8
"≥1 Dose, Males",Florida,2021,13-17 Years,70.0
"≥1 Dose, Males",Florida,2020,13-17 Years,68.1
"≥1 Dose, Males",Florida,2022,13-17 Years,73.9
"≥2 Doses, Females",Florida,2012,13-17 Years,33.4
"≥2 Doses, Females",Florida,2013,13-17 Years,40.7
"≥2 Doses, Females",Florida,2010,13-17 Years,37.0
"≥2 Doses, Females",Florida,2011,13-17 Years,42.5
"≥2 Doses, Females",Florida,2009,13-17 Years,33.2
"≥2 Doses, Females",Florida,2014,13-17 Years,39.6
"≥1 Dose, Males and Females",Florida,2017,13-17 Years,59.8
"≥1 Dose, Males and Females",Florida,2016,13-17 Years,55.9
"≥1 Dose, Males and Females",Florida,2018,13-17 Years,64.1
"≥1 Dose, Males and Females",Florida,2022,13-17 Years,75.6
"≥1 Dose, Males and Females",Florida,2021,13-17 Years,67.7
"≥1 Dose, Males and Females",Florida,2020,13-17 Years,68.3
"≥2 Doses, Females",Florida,2017,13-17 Years,51.0
"≥2 Doses, Females",Florida,2016,13-17 Years,50.1
"≥2 Doses, Females",Florida,2015,13-17 Years,44.6
"≥2 Doses, Females",Florida,2018,13-17 Years,55.6
"≥2 Doses, Females",Florida,2019,13-17 Years,58.7
"≥3 Doses, Males and Females",Florida,2015,13-17 Years,28.1
"≥3 Doses, Males and Females",Florida,2014,13-17 Years,22.9
"≥3 Doses, Males and Females",Florida,2013,13-17 Years,23.5
"≥3 Doses, Males and Females",Florida,2012,13-17 Years,16.3
"≥3 Doses, Males and Females",Florida,2011,13-17 Years,17.4
"≥2 Doses, Males",Florida,2017,13-17 Years,41.5
"≥2 Doses, Males",Florida,2016,13-17 Years,42.3
"≥2 Doses, Males",Florida,2018,13-17 Years,47.2
"≥2 Doses, Males",Florida,2014,13-17 Years,30.0
"≥2 Doses, Males",Florida,2013,13-17 Years,16.0
"≥2 Doses, Males",Florida,2015,13-17 Years,33.2
"≥2 Doses, Males",Florida,2012,13-17 Years,15.4
"≥3 Doses, Females",North Carolina,2010,13-17 Years,39.3
"≥3 Doses, Females",North Carolina,2015,13-17 Years,37.8
"≥3 Doses, Females",North Carolina,2009,13-17 Years,30.5
"≥3 Doses, Females",North Carolina,2008,13-17 Years,17.8
"≥3 Doses, Males",North Carolina,2013,13-17 Years,12.4
"≥3 Doses, Males",North Carolina,2012,13-17 Years,8.6
"≥3 Doses, Males",North Carolina,2015,13-17 Years,29.8
"≥3 Doses, Males",North Carolina,2014,13-17 Years,20.9
"≥3 Doses, Females",North Carolina,2012,13-17 Years,35.5
"≥3 Doses, Females",North Carolina,2011,13-17 Years,32.3
"≥3 Doses, Females",North Carolina,2014,13-17 Years,54.0
"≥3 Doses, Females",North Carolina,2013,13-17 Years,32.8
"≥1 Dose, Females",North Carolina,2008,13-17 Years,34.4
"≥1 Dose, Females",North Carolina,2010,13-17 Years,51.9
"≥1 Dose, Females",North Carolina,2011,13-17 Years,54.4
"≥1 Dose, Females",North Carolina,2012,13-17 Years,53.3
"≥1 Dose, Females",North Carolina,2013,13-17 Years,59.3
"≥1 Dose, Females",North Carolina,2014,13-17 Years,71.1
"≥1 Dose, Females",North Carolina,2015,13-17 Years,65.7
"≥1 Dose, Females",North Carolina,2020,13-17 Years,82.3
"≥1 Dose, Females",North Carolina,2021,13-17 Years,87.5
"≥1 Dose, Females",North Carolina,2022,13-17 Years,70.9
"≥2 Doses, Males and Females",North Carolina,2017,13-17 Years,56.1
"≥2 Doses, Males and Females",North Carolina,2016,13-17 Years,47.4
"≥1 Dose, Males",North Carolina,2020,13-17 Years,78.4
"≥1 Dose, Males",North Carolina,2021,13-17 Years,82.6
"≥1 Dose, Males",North Carolina,2018,13-17 Years,65.2
"≥1 Dose, Males",North Carolina,2019,13-17 Years,68.9
"≥2 Doses, Males and Females",North Carolina,2018,13-17 Years,56.4
"≥1 Dose, Females",North Carolina,2019,13-17 Years,73.7
"≥1 Dose, Males",North Carolina,2016,13-17 Years,57.1
"≥1 Dose, Males",North Carolina,2015,13-17 Years,48.0
"≥1 Dose, Males",North Carolina,2014,13-17 Years,45.2
"≥1 Dose, Males",North Carolina,2013,13-17 Years,33.2
"≥1 Dose, Males",North Carolina,2017,13-17 Years,66.8
"≥2 Doses, Males and Females",North Carolina,2019,13-17 Years,54.3
"≥1 Dose, Females",North Carolina,2009,13-17 Years,50.3
"≥1 Dose, Females",North Carolina,2017,13-17 Years,66.8
"≥1 Dose, Females",North Carolina,2016,13-17 Years,57.9
"≥1 Dose, Females",North Carolina,2018,13-17 Years,72.2
"≥1 Dose, Males",North Carolina,2012,13-17 Years,18.8
"≥2 Doses, Females",North Carolina,2008,13-17 Years,28.1
"≥2 Doses, Females",North Carolina,2011,13-17 Years,40.2
"≥2 Doses, Females",North Carolina,2010,13-17 Years,45.0
"≥2 Doses, Females",North Carolina,2009,13-17 Years,39.1
"≥1 Dose, Males and Females",North Carolina,2017,13-17 Years,66.8
"≥1 Dose, Males and Females",North Carolina,2016,13-17 Years,57.5
"≥2 Doses, Females",North Carolina,2012,13-17 Years,46.5
"≥2 Doses, Females",North Carolina,2013,13-17 Years,47.4
"≥3 Doses, Males and Females",North Carolina,2012,13-17 Years,21.7
"≥3 Doses, Males and Females",North Carolina,2011,13-17 Years,16.2
"≥3 Doses, Males and Females",North Carolina,2013,13-17 Years,22.4
"≥3 Doses, Males and Females",North Carolina,2015,13-17 Years,33.7
"≥3 Doses, Males and Females",North Carolina,2014,13-17 Years,37.1
"≥1 Dose, Males and Females",North Carolina,2019,13-17 Years,71.3
"≥1 Dose, Males and Females",North Carolina,2018,13-17 Years,68.6
"≥1 Dose, Males",North Carolina,2022,13-17 Years,75.3
"≥2 Doses, Females",North Carolina,2017,13-17 Years,54.8
"≥2 Doses, Females",North Carolina,2016,13-17 Years,51.3
"≥2 Doses, Females",North Carolina,2015,13-17 Years,53.5
"≥2 Doses, Females",North Carolina,2014,13-17 Years,60.0
"≥1 Dose, Males and Females",North Carolina,2020,13-17 Years,80.3
"≥1 Dose, Males and Females",North Carolina,2021,13-17 Years,85.0
"≥1 Dose, Males and Females",North Carolina,2022,13-17 Years,73.1
"≥2 Doses, Females",North Carolina,2019,13-17 Years,56.8
"≥2 Doses, Females",North Carolina,2018,13-17 Years,56.3
"≥2 Doses, Males",North Carolina,2012,13-17 Years,11.8
"≥2 Doses, Males",North Carolina,2018,13-17 Years,56.4
"≥2 Doses, Males",North Carolina,2017,13-17 Years,57.3
"≥2 Doses, Males",North Carolina,2016,13-17 Years,43.7
"≥2 Doses, Males",North Carolina,2015,13-17 Years,40.3
"≥2 Doses, Males",North Carolina,2013,13-17 Years,24.4
"≥2 Doses, Males",North Carolina,2014,13-17 Years,31.9
"≥2 Doses, Females",North Carolina,2022,13-17 Years,56.3
"Up-to-Date, Males",North Carolina,2016,13-17 Years,35.7
"Up-to-Date, Females",North Carolina,2017,13-17 Years,50.0
"Up-to-Date, Females",North Carolina,2019,13-17 Years,53.4
"Up-to-Date, Females",North Carolina,2018,13-17 Years,53.7
"Up-to-Date, Females",North Carolina,2021,13-17 Years,72.8
"Up-to-Date, Females",North Carolina,2022,13-17 Years,53.5
"Up-to-Date, Females",North Carolina,2020,13-17 Years,65.8
"Up-to-Date, Females",North Carolina,2016,13-17 Years,46.9
"Up-to-Date, Males",North Carolina,2022,13-17 Years,56.0
"Up-to-Date, Males",North Carolina,2021,13-17 Years,62.9
"Up-to-Date, Males",North Carolina,2019,13-17 Years,45.8
"Up-to-Date, Males",North Carolina,2020,13-17 Years,55.8
"Up-to-Date, Males",North Carolina,2017,13-17 Years,53.7
"Up-to-Date, Males",North Carolina,2018,13-17 Years,50.5
"Up-to-Date, Males and Females",North Carolina,2019,13-17 Years,49.5
"Up-to-Date, Males and Females",North Carolina,2020,13-17 Years,60.7
"Up-to-Date, Males and Females",North Carolina,2021,13-17 Years,67.8
"Up-to-Date, Males and Females",North Carolina,2022,13-17 Years,54.8
"≥2 Doses, Males",North Carolina,2019,13-17 Years,51.8
"Up-to-Date, Males and Females",North Carolina,2016,13-17 Years,41.2
"Up-to-Date, Males and Females",North Carolina,2018,13-17 Years,52.1
"Up-to-Date, Males and Females",North Carolina,2017,13-17 Years,51.9
"Up-to-Date, Males",Virginia,2017,13-17 Years,50.4
"Up-to-Date, Males",Virginia,2020,13-17 Years,48.2
"Up-to-Date, Males",Virginia,2022,13-17 Years,61.0
"Up-to-Date, Males",Virginia,2019,13-17 Years,57.8
"Up-to-Date, Males",Virginia,2018,13-17 Years,50.8
"Up-to-Date, Females",Virginia,2017,13-17 Years,68.0
"Up-to-Date, Females",Virginia,2018,13-17 Years,59.1
"Up-to-Date, Females",Virginia,2019,13-17 Years,52.5
"Up-to-Date, Females",Virginia,2021,13-17 Years,73.5
"Up-to-Date, Females",Virginia,2020,13-17 Years,64.8
"Up-to-Date, Females",Virginia,2022,13-17 Years,64.4
"Up-to-Date, Females",Virginia,2016,13-17 Years,41.1
"Up-to-Date, Males",Virginia,2016,13-17 Years,37.4
"Up-to-Date, Males",Virginia,2021,13-17 Years,56.7
"≥1 Dose, Males",Virginia,2021,13-17 Years,70.1
"≥1 Dose, Males",Virginia,2019,13-17 Years,78.9
"≥2 Doses, Females",Virginia,2016,13-17 Years,41.8
"≥2 Doses, Females",Virginia,2014,13-17 Years,51.1
"≥2 Doses, Females",Virginia,2015,13-17 Years,43.9
"≥1 Dose, Males and Females",Virginia,2020,13-17 Years,73.7
"≥1 Dose, Males",Virginia,2022,13-17 Years,74.7
"≥1 Dose, Males and Females",Virginia,2019,13-17 Years,75.2
"≥1 Dose, Males and Females",Virginia,2022,13-17 Years,77.5
"≥1 Dose, Males and Females",Virginia,2018,13-17 Years,67.2
"≥2 Doses, Females",Virginia,2013,13-17 Years,41.4
"≥2 Doses, Females",Virginia,2012,13-17 Years,38.0
"≥2 Doses, Females",Virginia,2009,13-17 Years,30.4
